Date,Day,Country,Cases,Deaths
2014-03-25,3,UnitedStates,,
2014-03-26,4,UnitedStates,,
2014-03-27,5,UnitedStates,,
2014-03-28,6,UnitedStates,,
2014-03-29,7,UnitedStates,,
2014-03-31,9,UnitedStates,,
2014-04-01,10,UnitedStates,,
2014-04-04,13,UnitedStates,,
2014-04-07,16,UnitedStates,,
2014-04-09,18,UnitedStates,,
2014-04-11,20,UnitedStates,,
2014-04-14,23,UnitedStates,,
2014-04-15,24,UnitedStates,,
2014-04-16,25,UnitedStates,,
2014-04-17,26,UnitedStates,,
2014-04-20,29,UnitedStates,,
2014-04-21,30,UnitedStates,,
2014-04-22,31,UnitedStates,,
2014-04-23,32,UnitedStates,,
2014-04-24,33,UnitedStates,,
2014-04-26,35,UnitedStates,,
2014-05-01,40,UnitedStates,,
2014-05-03,42,UnitedStates,,
2014-05-05,44,UnitedStates,,
2014-05-07,46,UnitedStates,,
2014-05-10,49,UnitedStates,,
2014-05-12,51,UnitedStates,,
2014-05-23,62,UnitedStates,,
2014-05-27,66,UnitedStates,,
2014-05-28,67,UnitedStates,,
2014-06-01,71,UnitedStates,,
2014-06-03,73,UnitedStates,,
2014-06-05,75,UnitedStates,,
2014-06-10,80,UnitedStates,,
2014-06-16,86,UnitedStates,,
2014-06-17,87,UnitedStates,,
2014-06-18,88,UnitedStates,,
2014-06-19,89,UnitedStates,,
2014-06-20,90,UnitedStates,,
2014-06-22,92,UnitedStates,,
2014-06-30,100,UnitedStates,,
2014-07-02,102,UnitedStates,,
2014-07-06,106,UnitedStates,,
2014-07-08,108,UnitedStates,,
2014-07-12,112,UnitedStates,,
2014-07-14,114,UnitedStates,,
2014-07-17,117,UnitedStates,,
2014-07-20,120,UnitedStates,,
2014-07-23,123,UnitedStates,,
2014-07-27,126,UnitedStates,,
2014-07-30,129,UnitedStates,,
2014-08-01,132,UnitedStates,,
2014-08-04,135,UnitedStates,,
2014-08-06,137,UnitedStates,,
2014-08-09,140,UnitedStates,,
2014-08-11,142,UnitedStates,,
2014-08-13,144,UnitedStates,,
2014-08-16,147,UnitedStates,,
2014-08-18,149,UnitedStates,,
2014-08-20,151,UnitedStates,,
2014-08-26,157,UnitedStates,,
2014-08-31,162,UnitedStates,,
2014-09-05,167,UnitedStates,,
2014-09-07,169,UnitedStates,,
2014-09-09,171,UnitedStates,,
2014-09-10,172,UnitedStates,,
2014-09-13,175,UnitedStates,,
2014-09-14,176,UnitedStates,,
2014-09-17,179,UnitedStates,,
2014-09-19,181,UnitedStates,,
2014-09-20,182,UnitedStates,,
2014-09-21,183,UnitedStates,,
2014-09-23,185,UnitedStates,,
2014-09-28,190,UnitedStates,,
2014-10-01,193,UnitedStates,1.0,0.0
2014-10-04,196,UnitedStates,,
2014-10-05,197,UnitedStates,1.0,0.0
2014-10-07,199,UnitedStates,,
2014-10-08,200,UnitedStates,1.0,1.0
2014-10-11,203,UnitedStates,,
2014-10-12,204,UnitedStates,2.0,1.0
2014-10-13,205,UnitedStates,,
2014-10-14,206,UnitedStates,3.0,0.0
2014-10-18,210,UnitedStates,,
2014-10-19,211,UnitedStates,3.0,1.0
2014-10-21,213,UnitedStates,,
2014-10-22,214,UnitedStates,4.0,1.0
2014-10-25,216,UnitedStates,,
2014-10-27,218,UnitedStates,4.0,1.0
2014-10-29,220,UnitedStates,4.0,1.0
2014-10-31,222,UnitedStates,,
2014-11-02,225,UnitedStates,4.0,1.0
2014-11-03,226,UnitedStates,,
2014-11-04,227,UnitedStates,4.0,1.0
2014-11-08,231,UnitedStates,,
2014-11-09,232,UnitedStates,4.0,1.0
2014-11-10,233,UnitedStates,,
2014-11-11,234,UnitedStates,4.0,1.0
2014-11-15,238,UnitedStates,,
2014-11-16,239,UnitedStates,4.0,1.0
2014-11-18,241,UnitedStates,4.0,1.0
2014-11-22,245,UnitedStates,,
2014-11-23,246,UnitedStates,4.0,1.0
2014-11-28,251,UnitedStates,,
2014-11-30,253,UnitedStates,4.0,1.0
2014-12-03,256,UnitedStates,,
2014-12-07,260,UnitedStates,4.0,1.0
2014-12-09,262,UnitedStates,,
2014-12-14,267,UnitedStates,,
2014-12-18,271,UnitedStates,,
2014-12-20,272,UnitedStates,,
2014-12-21,273,UnitedStates,,
2014-12-24,277,UnitedStates,,
2014-12-27,280,UnitedStates,,
2014-12-28,281,UnitedStates,,
2014-12-31,284,UnitedStates,,
2015-01-02,286,UnitedStates,,
2015-01-03,287,UnitedStates,,
2015-01-04,288,UnitedStates,,
2015-01-05,289,UnitedStates,,
